artists,track_name,popularity,duration_ms,explicit,danceability,energy,valence,tempo,track_genre
DaBaby;Roddy Ricch,ROCKSTAR,0,181733,True,0.746,0.69,0.497,89.979,rap
Ty Dolla $ign;Post Malone,Spicy,3,143375,False,0.785,0.523,0.134,100.002,rap
Anirudh Ravichander;Adithya RK,"Bae (From ""Don"")",71,242628,False,0.697,0.663,0.407,96.968,rap
Daddy Yankee;Plan B,Sábado Rebelde,7,240266,False,0.771,0.905,0.858,163.978,rap
Daddy Yankee,Hula Hoop,4,236493,False,0.799,0.818,0.951,175.998,rap
Lizzo,Coldplay,3,175497,False,0.637,0.807,0.774,156.954,rap
Sukhwinder Singh;Sapna Awasthi,Chaiyya Chaiyya,60,416613,False,0.786,0.579,0.481,90.012,rap
Ritviz;Seedhe Maut,Chalo Chalein,59,184370,False,0.461,0.5,0.572,76.176,rap
Burna Boy;Wizkid,B. D’OR,0,189800,False,0.873,0.658,0.483,104.033,rap
Zack Knight,Nakhre,67,194676,False,0.524,0.632,0.416,169.989,rap
Anirudh Ravichander,"Enakenna Yaarum Illaye (From ""Aakko"")",62,260812,False,0.571,0.818,0.781,160.036,rap
AFKAP,Aaina,60,180618,False,0.578,0.556,0.116,129.303,rap
Kodak Black,Super Gremlin,0,200547,True,0.825,0.414,0.106,72.993,rap
Wisin & Yandel,Sexy Movimiento,0,211920,False,0.787,0.858,0.814,105.0,rap
Maninder Buttar,Sakhiyaan,73,179325,False,0.706,0.674,0.359,83.001,rap
Sidhu Moose Wala;Tion Wayne,Celebrity Killer (feat. Tion Wayne),66,203333,False,0.714,0.72,0.592,143.877,rap
Satinder Sartaaj,Udaarian,64,342585,False,0.659,0.712,0.883,143.792,rap
KR$NA,Machayenge 4,61,398750,True,0.833,0.8,0.685,124.982,rap
Guru Randhawa,Ishq Tera,58,211931,False,0.438,0.689,0.507,120.668,rap
Don Omar,Salió El Sol,1,317280,False,0.886,0.708,0.965,109.976,rap
Daddy Yankee;Myke Towers;Jhayco,SÚBELE EL VOLUMEN,2,223366,True,0.83,0.623,0.614,101.036,rap
Bhalwaan;Signature By SB,Sift,67,118762,False,0.767,0.745,0.448,97.076,rap
Ty Dolla $ign;The Weeknd;Wiz Khalifa;DJ Mustard,Or Nah - Remix,2,242922,False,0.793,0.348,0.155,121.919,rap
MC STAN,I'm Done,58,170847,True,0.712,0.473,0.489,117.963,rap
Sidhu Moose Wala;Mr. Capone-E,Bloodlust (feat. Mr. Capone-E),65,159085,False,0.552,0.667,0.348,174.889,rap
Eminem;Dido,Stan,85,404106,True,0.78,0.768,0.507,80.063,rap
Sukhwinder Singh;Alka Yagnik,Ramta Jogi,59,377000,False,0.798,0.636,0.799,139.98,rap
Neeraj Shridhar,Twist,58,299440,False,0.719,0.945,0.748,109.014,rap
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,0,274946,False,0.626,0.769,0.237,127.949,rap
Anirudh Ravichander;Kamal Haasan,"Mathuga Mathuga (From ""Vikram Hitlist"")",57,211384,False,0.829,0.811,0.919,130.034,rap
Don Omar,Pobre Diabla,0,255680,False,0.741,0.787,0.771,91.993,rap
Sidhu Moose Wala;Sunny Malton,B-Town (feat. Sunny Malton),60,182117,False,0.752,0.861,0.666,113.396,rap
Don Omar,Salió El Sol,0,317280,False,0.886,0.708,0.965,109.976,rap
Anirudh Ravichander;Jonita Gandhi,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",76,279677,False,0.608,0.757,0.625,124.078,rap
Burna Boy;Stormzy,Real Life,1,197933,False,0.488,0.572,0.415,132.45,rap
Ritviz;Nucleya,Baaraat,66,222096,False,0.678,0.449,0.606,100.033,rap
Badshah,Tabahi,58,168500,False,0.719,0.861,0.814,120.035,rap
MC STAN,Snake,64,281088,False,0.707,0.625,0.477,123.028,rap
AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon,Brown Munde,76,254400,False,0.854,0.611,0.417,100.024,rap
Maninder Buttar,Laare,60,270545,False,0.384,0.658,0.67,82.43,rap
Anirudh Ravichander;Ramya Behra;Sahithi Chaganti,Bimbilikki Pilapi,71,247000,False,0.645,0.947,0.823,156.828,rap
Don Omar,Guaya Guaya,3,194013,False,0.787,0.872,0.696,92.025,rap
Burna Boy;Ed Sheeran,For My Hand,0,159123,False,0.87,0.479,0.717,104.059,rap
Vishal Dadlani,Tu Meri,62,257089,False,0.679,0.687,0.424,127.961,rap
Badshah,Chamkeela Chehra,58,179076,False,0.696,0.854,0.921,129.97,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Sidhu Moose Wala,Built Different,63,247578,False,0.739,0.706,0.784,94.965,rap
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,1,274946,False,0.626,0.769,0.237,127.949,rap
Burna Boy,23 (Mixed),3,90500,False,0.688,0.541,0.731,102.736,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,0.573,90.04,rap
Sidhu Moose Wala,0 to 100,71,108493,False,0.742,0.675,0.679,145.989,rap
Anirudh Ravichander,Udhungada Sangu,56,209640,False,0.509,0.791,0.798,114.604,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Miss Pooja;Millind Gaba,Sohnea,56,269643,False,0.757,0.745,0.598,119.8,rap
Jass Manak,Naah Lofi,61,198995,False,0.41,0.449,0.235,139.449,rap
Daddy Yankee;Wisin & Yandel,Si Supieras,9,241880,False,0.691,0.894,0.623,184.018,rap
Anirudh Ravichander,Rolex Theme - Background Score,72,53247,False,0.61,0.925,0.442,101.992,rap
Don Omar,Guaya Guaya,1,194013,False,0.787,0.872,0.696,92.025,rap
Sukhwinder Singh,Haule Haule,63,263967,False,0.712,0.776,0.96,89.934,rap
Lehmber Hussainpuri,Sadi Gali,64,264900,False,0.726,0.994,0.779,129.989,rap
Don Omar,Salió El Sol,1,317280,False,0.886,0.708,0.965,109.976,rap
Seedhe Maut;MC STAN,Nanchaku,56,193116,True,0.81,0.66,0.443,140.081,rap
Karan Aujla;Gurlez Akhtar,Chitta Kurta,59,217260,False,0.834,0.738,0.656,89.99,rap
Lizzo,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,0.915,155.932,rap
Daddy Yankee,Limbo,7,224800,False,0.805,0.878,0.922,124.994,rap
Burna Boy,On the Low,2,185898,False,0.816,0.781,0.937,99.95,rap
Lizzo,About Damn Time,0,191822,True,0.836,0.743,0.722,108.966,rap
Eminem;Dina Rae,Superman,86,350320,True,0.802,0.755,0.58,130.027,rap
Don Omar,Bomba,0,173306,False,0.661,0.576,0.924,123.425,rap
Lizzo,2 Be Loved (Am I Ready),1,187107,False,0.721,0.769,0.915,155.932,rap
Wiz Khalifa,Memory Lane,0,166773,True,0.789,0.71,0.826,95.178,rap
Don Omar;Zion & Lennox,Te Quiero Pa´Mi,2,212026,False,0.765,0.816,0.624,89.005,rap
King,Dejalo,60,202826,False,0.768,0.444,0.563,92.078,rap
Burna Boy;Stormzy,Real Life,0,197933,False,0.488,0.572,0.415,132.45,rap
Farasat Anees;Slick Trick;Toshi,BIBA,66,216216,False,0.758,0.573,0.284,110.983,rap
Dr. Dre;Snoop Dogg,Still D.R.E.,84,270586,True,0.816,0.775,0.527,93.431,rap
Don Omar,Hasta Abajo,1,233720,False,0.759,0.885,0.673,89.966,rap
Yo Yo Honey Singh;Neha Kakkar;Nushrratt Bharuccha,Saiyaan Ji,57,205450,False,0.896,0.678,0.604,130.024,rap
Ritviz,Udd Gaye,67,180413,False,0.595,0.817,0.483,144.961,rap
Daddy Yankee,RUMBATÓN,2,248768,False,0.685,0.909,0.922,95.004,rap
Jordan Sandhu,Positivity,59,170714,False,0.68,0.698,0.501,167.831,rap
Yo Yo Honey Singh;Millind Gaba;Asli GOLD,Paris Ka Trip,63,196430,False,0.814,0.723,0.768,74.981,rap
Jack Harlow,SUNDAY NIGHT,1,191778,False,0.764,0.776,0.772,119.92,rap
Sidhu Moose Wala,B & W,60,245454,False,0.886,0.749,0.833,131.924,rap
Kendrick Lamar;Blxst;Amanda Reifer,Die Hard,82,239026,True,0.775,0.736,0.362,100.988,rap
Wiz Khalifa;PARTYNEXTDOOR,Rain,0,153123,True,0.636,0.435,0.0831,94.025,rap
Dilpreet Dhillon;Karan Aujla,Jatt te Jawani,57,240000,False,0.765,0.685,0.608,159.872,rap
Sidhu Moose Wala;Sunny Malton,Forget About It (feat. Sunny Malton),58,222312,False,0.794,0.884,0.716,93.064,rap
Emiway Bantai,GRIND,65,175449,False,0.848,0.735,0.57,98.973,rap
Bohemia;Sidhu Moose Wala,Same Beef,68,290360,False,0.779,0.854,0.379,91.992,rap
XXXTENTACION,Moonlight,83,135090,True,0.921,0.537,0.711,128.009,rap
Sidhu Moose Wala,Selfmade,60,179513,False,0.659,0.666,0.326,91.952,rap
Big Sean;E-40,I Don't Fuck With You,0,284386,True,0.824,0.733,0.395,97.971,rap
King,Na Ja Tu,57,202105,False,0.815,0.427,0.167,95.172,rap
Maninder Buttar,Dilaan De Rajya,59,122336,False,0.778,0.743,0.834,121.956,rap
Lizzo,About Damn Time,0,191822,True,0.836,0.743,0.722,108.966,rap
DIVINE;MC Altaf;Stylo G;Phenom,Mirchi,57,192923,False,0.871,0.608,0.818,129.784,rap
Shubh,Elevated,76,200658,True,0.828,0.533,0.605,93.021,rap
Young Stunners;Talha Anjum;Talhah Yunus,Afsanay,58,343118,False,0.816,0.456,0.534,95.992,rap
Anirudh Ravichander,Vikram - Title Track,74,218823,False,0.638,0.842,0.145,169.901,rap
XXXTENTACION,the remedy for a broken heart (why am I so in love),79,160184,True,0.699,0.304,0.271,119.705,rap
XXXTENTACION;Trippie Redd,Fuck Love (feat. Trippie Redd),83,146520,True,0.797,0.533,0.329,131.036,rap
XXXTENTACION,Look At Me!,82,126345,True,0.763,0.726,0.349,139.059,rap
Travis Scott;HVME,Goosebumps - Remix,81,162802,True,0.841,0.593,0.808,124.917,rap
"Wisin & Yandel;Tego Calderón;Franco ""El Gorilla""",Sigan Bailando,0,291453,False,0.753,0.831,0.684,180.054,rap
Kodak Black;XXXTENTACION,Roll in Peace,0,213132,True,0.746,0.522,0.361,140.051,rap
MC STAN,Astaghfirullah,58,213333,True,0.653,0.725,0.349,125.956,rap
Gorillaz,Clint Eastwood,3,340920,True,0.663,0.694,0.525,167.953,rap
Lizzo,About Damn Time,0,191822,True,0.836,0.743,0.722,108.966,rap
KR$NA,No Cap,62,205423,True,0.888,0.782,0.82,118.017,rap
Badshah;Sunanda Sharma,"Tere Naal Nachna (From ""Nawabzaade"")",60,166614,False,0.912,0.677,0.94,115.061,rap
Anirudh Ravichander;Shakthisree Gopalan,Yaanji,62,270375,False,0.692,0.624,0.487,132.896,rap
VTORNIK;Phonk,Money Rain - Phonk Remix,77,150941,True,0.936,0.791,0.746,102.02,rap
French Montana;Swae Lee,Unforgettable,82,233901,True,0.726,0.769,0.733,97.985,rap
Benny Dayal;Anmol Malik;Anu Malik,"Chura Ke Dil Mera - From ""Hungama 2""",59,285773,False,0.737,0.857,0.817,126.005,rap
Kodak Black;XXXTENTACION,Roll in Peace,0,213132,True,0.746,0.522,0.361,140.051,rap
Lizzo;DaBaby,Truth Hurts - DaBaby Remix,0,197610,True,0.706,0.627,0.38,158.041,rap
Sean Kingston;Justin Bieber,Eenie Meenie,75,201946,False,0.72,0.607,0.828,121.223,rap
Lizzo,Special,0,174398,True,0.517,0.707,0.264,82.859,rap
Anirudh Ravichander,Porkanda Singam EDM Version (Additional Song),60,149433,False,0.687,0.769,0.413,158.953,rap
Lil Baby;EST Gee,Real As It Gets,8,192804,True,0.779,0.705,0.196,140.005,rap
Lil Baby;EST Gee,Real As It Gets,3,192804,True,0.779,0.705,0.196,140.005,rap
Machine Gun Kelly,el diablo,2,146264,True,0.765,0.725,0.578,75.003,rap
Big Sean;Hit-Boy;A$AP Ferg,Bezerk,1,151066,True,0.684,0.687,0.265,184.034,rap
Machine Gun Kelly,bloody valentine,0,205015,True,0.52,0.856,0.47,160.083,rap
Jass Manak,Viah,59,162441,False,0.533,0.757,0.358,169.975,rap
Hiphop Tamizha;Anirudh Ravichander,"Takkunu Takkunu - From ""Mr. Local""",62,212727,False,0.811,0.587,0.758,110.027,rap
Lil Nas X;Billy Ray Cyrus,Old Town Road - Remix,79,157066,False,0.878,0.619,0.639,136.041,rap
Anirudh Ravichander,Gaali Vaaluga,61,258333,False,0.677,0.81,0.614,110.044,rap
Anirudh Ravichander;Jonita Gandhi,"Chellamma (From ""Doctor"")",64,236500,False,0.498,0.679,0.743,99.702,rap
Zack Knight;Jasmin Walia,Bom Diggy Diggy,69,238530,False,0.782,0.827,0.498,104.032,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Sidhu Moose Wala;Sunny Malton,Issa Jatt,59,232000,False,0.847,0.583,0.837,83.996,rap
Anirudh Ravichander;Ravi G,Porkanda Singam,65,198000,False,0.527,0.591,0.543,119.932,rap
Sukhwinder Singh;Bhoomi Trivedi;Karsan Sagathia,Udi Udi Jaye,58,260507,False,0.507,0.752,0.953,124.96,rap
Daddy Yankee,Pasarela,0,193733,False,0.839,0.907,0.737,121.048,rap
Sidhu Moose Wala,My Block,59,221539,False,0.609,0.639,0.211,91.249,rap
Wazir Patar;Azaad,Pind Da Riwaaz,62,188181,True,0.904,0.767,0.656,87.989,rap
Sidhu Moose Wala,Burberry,63,203443,False,0.681,0.738,0.624,151.026,rap
Alfaaz,Hai Mera Dil,60,209853,False,0.739,0.839,0.904,112.062,rap
Imran Khan,Satisfya,70,180056,False,0.726,0.652,0.803,163.879,rap
Anirudh Ravichander;Ananthakrrishnan,"So Baby (From ""Doctor"")",64,252631,False,0.607,0.843,0.582,133.131,rap
The Local Train,Choo Lo,67,233630,False,0.512,0.695,0.351,145.957,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Daddy Yankee;Natalia Jiménez,La Noche De Los Dos,0,223360,False,0.762,0.79,0.748,129.988,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Sidhu Moose Wala,8 Cylinder,57,188780,False,0.627,0.673,0.735,163.842,rap
Bilal Saeed;Romee Khan,Snapchat Story,57,199998,False,0.808,0.811,0.753,95.982,rap
Lizzo,2 Be Loved (Am I Ready),2,187107,False,0.721,0.769,0.915,155.932,rap
Lizzo,Special,0,174398,True,0.517,0.707,0.264,82.859,rap
AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,MAJHE AALE,66,170322,False,0.871,0.496,0.287,93.033,rap
Kodak Black,Save You,1,238687,True,0.708,0.637,0.187,149.98,rap
Yung Gravy,Betty (Get Money),87,146470,False,0.723,0.772,0.58,102.004,rap
King,Dracula,56,182400,False,0.727,0.791,0.711,74.994,rap
Amrit Maan;Nimrat Khaira,Sira E Hou,57,200769,False,0.745,0.549,0.788,77.892,rap
Machine Gun Kelly;WILLOW,emo girl,0,159096,True,0.41,0.881,0.357,165.006,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,1,192477,True,0.812,0.855,0.573,90.04,rap
Kodak Black,Calling My Spirit,0,152000,False,0.918,0.362,0.744,120.007,rap
Burna Boy,Last Last,1,172342,False,0.795,0.565,0.55,87.925,rap
Travis Scott,SICKO MODE,83,312820,True,0.834,0.73,0.446,155.008,rap
KR$NA;Raftaar,Saza-E-Maut,56,180000,False,0.84,0.837,0.881,141.999,rap
Burna Boy;Ed Sheeran,For My Hand,0,159123,False,0.87,0.479,0.717,104.059,rap
Guru Randhawa;Tulsi Kumar;Sachin-Jigar;Vee,"Lagdi Lahore Di (From ""Street Dancer 3D"")",61,215368,False,0.786,0.797,0.453,95.014,rap
Lizzo,About Damn Time,0,191822,True,0.836,0.743,0.722,108.966,rap
SAMBATA,Pinnak,56,390321,True,0.781,0.684,0.543,100.587,rap
Anirudh Ravichander;Kamal Haasan,Pathala Pathala,60,211384,False,0.827,0.78,0.938,130.033,rap
Don Omar;Plan B,Hooka,2,238386,False,0.733,0.859,0.845,170.047,rap
Benny Dayal;Shreya Ghoshal,Kaise Mujhe,60,343741,False,0.59,0.414,0.292,82.002,rap
Sidhu Moose Wala,Death Route,62,217520,False,0.699,0.633,0.534,159.955,rap
Sukhwinder Singh;Manikka Vinayagam,"Arjunar Villu (From ""Gilli"")",57,266309,False,0.766,0.909,0.51,99.958,rap
Jack Harlow;Big Sean,Way Out,0,168906,True,0.945,0.582,0.907,108.025,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Arjun Kanungo;King,Ilzaam (From the Album 'Industry'),67,247374,False,0.697,0.66,0.301,93.011,rap
Anirudh Ravichander;Shweta Mohan,Emannavoo,57,214765,False,0.457,0.542,0.652,109.973,rap
Daddy Yankee,RUMBATÓN,1,248768,False,0.685,0.909,0.922,95.004,rap
Lizzo,Grrrls,0,121112,True,0.889,0.449,0.911,137.941,rap
Ghostemane,Fed Up,76,151625,True,0.849,0.758,0.0684,115.058,rap
Navv Inder;Lisa Mishra;Raja Kumari,The Wakhra Song,60,196000,False,0.788,0.894,0.588,89.945,rap
Dilpreet Dhillon;Desi Crew;Kaur B,Gaddi Vich,60,172800,False,0.875,0.555,0.59,99.997,rap
Don Omar,Guaya Guaya,0,194013,False,0.787,0.872,0.696,92.025,rap
Lizzo,Truth Hurts,0,173325,True,0.715,0.622,0.407,158.088,rap
Daddy Yankee,Dura,3,200480,False,0.783,0.84,0.838,95.002,rap
King,Desi Dan Bilzerian,56,201379,False,0.718,0.489,0.582,173.915,rap
Jordan Sandhu,Band Theke,58,187835,False,0.79,0.672,0.49,95.827,rap
Sidhu Moose Wala;Blockboi Twitch,G-Shit (feat. Blockboi Twitch),62,233571,False,0.658,0.761,0.843,165.543,rap
Snoop Dogg;Wiz Khalifa;Bruno Mars,"Young, Wild & Free",0,207333,True,0.722,0.655,0.532,95.022,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Lizzo,Good as Hell,0,159735,False,0.682,0.919,0.535,95.983,rap
Amantej Hundal;Karan Aujla,Few Days,59,177391,False,0.797,0.627,0.526,92.017,rap
DIVINE,Chal Bombay,60,174000,False,0.862,0.619,0.512,95.036,rap
King,Pablo,57,279120,True,0.731,0.73,0.503,79.999,rap
Wisin & Yandel,Sexy Movimiento,0,211920,False,0.787,0.858,0.814,105.0,rap
Ty Dolla $ign;Post Malone,Spicy,0,143375,True,0.782,0.51,0.118,99.993,rap
Ajay-Atul;Vishal Dadlani,Brothers Anthem,59,353676,False,0.552,0.668,0.152,95.032,rap
Sidhu Moose Wala;Shooter Kahlon,Satisfy,62,280464,False,0.683,0.8,0.748,172.024,rap
Sidhu Moose Wala;Sunny Malton,Chosen,60,264000,False,0.726,0.809,0.622,79.969,rap
Anirudh Ravichander;Dhanush;Nikhita Gandhi,Oh Oh - The First Love of Tamizh,60,276705,False,0.594,0.587,0.448,85.002,rap
Sidhu Moose Wala;The Kidd,"Hathyar - From ""Sikander 2""",63,276279,False,0.537,0.768,0.508,171.997,rap
Anirudh Ravichander,"Nenjame (From ""Doctor"")",56,256500,False,0.45,0.647,0.122,139.933,rap
Sidhu Moose Wala;Morrisson,IDGAF (feat. Morrisson),56,176842,True,0.771,0.779,0.535,94.962,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Gunna;Young Thug,mop,0,185213,True,0.878,0.575,0.399,144.918,rap
Emiway Bantai,KR L$DA SIGN,59,492160,True,0.709,0.716,0.608,139.961,rap
Anirudh Ravichander;Niranjana Ramanan,"Soul of Doctor (Theme) [From ""Doctor""]",59,63711,False,0.473,0.837,0.212,97.261,rap
Don Omar,Pobre Diabla,1,255680,False,0.741,0.787,0.771,91.993,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Sidhu Moose Wala;Sonam Bajwa,Jatti Jeone Morh Wargi,57,181333,False,0.806,0.777,0.803,89.972,rap
Sidhu Moose Wala,Scapegoat,58,237176,False,0.752,0.518,0.548,85.058,rap
Lizzo,About Damn Time,1,191822,True,0.836,0.743,0.722,108.966,rap
Ram Sampath,"Bhaag D.K. Bose, Aandhi Aayi",58,241304,False,0.66,0.926,0.731,109.997,rap
Kodak Black;John Wicks;Jackboy,Me and Klik,0,205711,True,0.709,0.733,0.212,140.006,rap
Lizzo,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,0.915,155.932,rap
Kodak Black,Super Gremlin,4,200547,True,0.825,0.414,0.106,72.993,rap
Amrit Maan;Tehjeeb Hafi,Allah Maaf Kre,57,210000,False,0.544,0.501,0.517,97.922,rap
Wiz Khalifa;Girl Talk,Big Daddy Wiz,0,131039,True,0.9,0.795,0.745,101.978,rap
Sukhwinder Singh;Ayesha Darbar;S. P. Sailaja,Woh Kisna Hai,58,357186,False,0.649,0.525,0.494,101.987,rap
Sidhu Moose Wala;Raja Kumari,US (feat. Raja Kumari),67,230068,False,0.524,0.601,0.598,72.048,rap
Daddy Yankee,La Nueva Y La Ex,0,197053,False,0.639,0.943,0.639,198.051,rap
"Wisin & Yandel;Franco ""El Gorilla"";Jayko",Me Estas Tentando - Remix,0,264306,False,0.819,0.897,0.805,116.019,rap
Eminem,Without Me,88,290320,True,0.908,0.669,0.662,112.238,rap
Ty Dolla $ign,Famous,0,200987,False,0.617,0.298,0.579,78.016,rap
Sidhu Moose Wala;Sunny Malton,Never Fold (feat. Sunny Malton),74,183225,False,0.814,0.786,0.797,93.025,rap
Wiz Khalifa;Lil Skies,Fr Fr,0,195590,False,0.914,0.497,0.324,140.003,rap
Karan Aujla,Oouuu,67,147200,False,0.779,0.693,0.469,150.019,rap
Jaz Dhami;Yo Yo Honey Singh,High Heels,59,297770,False,0.891,0.913,0.772,130.045,rap
Lizzo;Purple Disco Machine,About Damn Time - Purple Disco Machine Remix,3,218476,True,0.8,0.771,0.886,118.991,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Lizzo;DaBaby,Truth Hurts - DaBaby Remix,0,197610,True,0.706,0.627,0.38,158.041,rap
Burna Boy;Lily Allen,Heaven's Gate,0,202446,True,0.845,0.854,0.636,102.008,rap
Wisin & Yandel,Sexy Movimiento,1,211920,False,0.787,0.858,0.814,105.0,rap
Anirudh Ravichander,"Beast Mode (From ""Beast"")",66,220350,False,0.584,0.847,0.371,170.983,rap
Wiz Khalifa,Memory Lane,0,166773,True,0.789,0.71,0.826,95.178,rap
Daddy Yankee;Wisin & Yandel,Si Supieras,0,241880,False,0.691,0.894,0.623,184.018,rap
Wisin & Yandel,Sexy Movimiento,0,211920,False,0.787,0.858,0.814,105.0,rap
Kodak Black,Super Gremlin,0,200547,True,0.825,0.414,0.106,72.993,rap
Sidhu Moose Wala,Aj Kal Ve,58,203720,False,0.761,0.532,0.932,80.004,rap
Young Stunners;Talha Anjum;Talhah Yunus,Gumaan,61,260173,False,0.716,0.542,0.571,77.502,rap
AP Dhillon;Gurinder Gill;Money Musik,Chances,61,172235,False,0.621,0.705,0.437,85.036,rap
Lizzo,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,0.915,155.932,rap
AP Dhillon;Gurinder Gill;Money Musik;AR Paisley,Takeover,65,209142,True,0.788,0.752,0.236,140.032,rap
Mac Miller,What's the Use?,0,288640,True,0.759,0.492,0.561,104.973,rap
Justin Quiles;Robin Schulz,AEIOU,0,161880,False,0.689,0.856,0.706,126.108,rap
Mac Miller;Earl Sweatshirt;Da$H,New Faces v2,0,327560,True,0.479,0.598,0.244,110.456,rap
Ajey Nagar (CarryMinati);Wily Frenzy,Vardaan,56,202105,False,0.675,0.735,0.139,95.0,rap
Lizzo;Two Stacks,Good as Hell - Two Stacks Remix,0,177314,False,0.512,0.854,0.514,191.939,rap
XXXTENTACION,SAD!,0,166605,True,0.74,0.613,0.473,75.023,rap
The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),89,141805,True,0.591,0.764,0.478,169.928,rap
Guri,Billian Billian,59,177600,False,0.708,0.893,0.753,100.031,rap
Kodak Black,Super Gremlin,0,200547,True,0.825,0.414,0.106,72.993,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Ty Dolla $ign;Musiq Soulchild;Tish Hyman;6LACK,Your Turn,1,319555,True,0.533,0.389,0.248,145.894,rap
Wisin & Yandel,Pegao,0,234546,False,0.792,0.804,0.807,96.041,rap
Sidhu Moose Wala,Sidhu Son,59,217142,False,0.571,0.732,0.584,82.825,rap
Machine Gun Kelly,born with horns,4,147943,False,0.569,0.919,0.256,95.073,rap
Badshah;Nikhita Gandhi,Bad Boy X Bad Girl (feat. Nikhita Gandhi),59,199402,False,0.896,0.764,0.601,100.516,rap
Anirudh Ravichander;Ajesh,Idhazhin Oram - The Innocence of Love,69,204866,False,0.65,0.783,0.302,109.959,rap
Fazilpuria;Afsana Khan,Lala Lori,56,160000,False,0.863,0.741,0.682,105.037,rap
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,2,274946,False,0.626,0.769,0.237,127.949,rap
Kodak Black,Super Gremlin,0,200547,True,0.825,0.414,0.106,72.993,rap
Jack Harlow,RAIN,0,196638,True,0.877,0.607,0.131,100.995,rap
G-Eazy;Halsey,Him & I (with Halsey),79,268866,True,0.589,0.731,0.191,87.908,rap
Anirudh Ravichander;Rokesh,"Jalabulajangu (From ""Don"")",71,202607,False,0.635,0.823,0.457,151.047,rap
Vilen,Chidiya,74,253333,False,0.486,0.494,0.414,179.975,rap
Sidhu Moose Wala,Me and My Girlfriend,57,203544,False,0.698,0.799,0.746,79.204,rap
Lizzo,About Damn Time,0,191822,True,0.836,0.743,0.722,108.966,rap
Future,Mask Off,83,204600,True,0.833,0.434,0.281,150.062,rap
Lil Baby,Emotionally Scarred,2,197529,True,0.585,0.641,0.266,88.284,rap
AP Dhillon;Gurinder Gill,DESIRES,76,168000,False,0.863,0.387,0.39,100.013,rap
Burna Boy;Stormzy,Real Life (Mixed),4,124000,True,0.437,0.592,0.632,75.493,rap
Daddy Yankee;Snow,Con Calma,0,193226,False,0.737,0.86,0.656,93.989,rap
Jack Harlow,Dua Lipa,0,135053,True,0.833,0.652,0.405,158.022,rap
Mika Singh,Long Drive,58,268442,False,0.753,0.89,0.283,87.015,rap
Mac Miller;Ariana Grande,My Favorite Part,5,216000,False,0.861,0.329,0.717,95.016,rap
Sidhu Moose Wala,"Jailaan (From ""Moosa Jatt"")",62,178604,False,0.593,0.791,0.881,171.935,rap
Jack Harlow;Drake,Churchill Downs,0,309327,True,0.71,0.522,0.37,96.448,rap
Bilal Saeed;Momina Mustehsan,Uchiyaan Dewaraan,60,227976,False,0.428,0.577,0.244,159.796,rap
Sidhu Moose Wala;DIVINE,Moosedrilla (feat. DIVINE),61,232173,False,0.709,0.829,0.654,137.954,rap
Wiz Khalifa,Bad Ass Bitches,0,118466,True,0.904,0.601,0.761,87.037,rap
Stephen Zechariah,Adi Penne - Dad's Love,61,191650,False,0.581,0.56,0.445,102.935,rap
Lil Baby;Gunna,Drip Too Hard,0,145542,True,0.897,0.662,0.39,112.509,rap
